Time,X,Rho,P,U,W
0.000220,7.268525,65.942359,45329490.715901,340.960707,0.201399
0.000220,7.334856,66.731719,47230162.038702,31.823322,0.182456
0.000220,7.443540,29.055814,19846844.255719,-345.883181,0.000000
0.000220,7.547565,77.715249,70527253.902049,-32.762811,0.000000
0.000220,7.655963,27.469225,18383207.282243,6.106128,0.000000
0.000220,7.772396,60.533626,33271284.953015,388.681461,0.344485
0.000220,7.849997,53.323303,18488028.369468,234.199954,0.580372
0.000220,7.927570,60.581050,33374401.639415,-234.562644,0.343119
0.000220,8.042299,28.056018,18896160.157657,-391.125045,0.000000
0.000220,8.148473,79.251920,72538986.740995,-83.349178,0.000000
0.000220,8.238116,35.550696,26252250.647894,1.345715,0.000000
0.000220,8.361873,35.556783,26259003.633790,-0.016587,0.000000
0.000220,8.451420,79.497098,72837070.262417,-2.496948,0.000000
0.000220,8.550000,31.026759,21762024.061176,73.401544,0.000000
0.000220,8.648580,79.497120,72837093.860406,-73.401393,0.000000
0.000220,8.738127,35.556836,26259058.429996,2.496712,0.000000
0.000220,8.861873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,8.951420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,9.050000,31.026759,21762024.066363,73.401546,0.000000
0.000220,9.148580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,9.238127,35.556836,26259058.429996,2.496712,0.000000
0.000220,9.361873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,9.451420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,9.550000,31.026759,21762024.066363,73.401546,0.000000
0.000220,9.648580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,9.738127,35.556836,26259058.429996,2.496712,0.000000
0.000220,9.861873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,9.951420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,10.050000,31.026759,21762024.066363,73.401546,0.000000
0.000220,10.148580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,10.238127,35.556836,26259058.429996,2.496712,0.000000
0.000220,10.361873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,10.451420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,10.550000,31.026759,21762024.066363,73.401546,0.000000
0.000220,10.648580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,10.738127,35.556836,26259058.429996,2.496712,0.000000
0.000220,10.861873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,10.951420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,11.050000,31.026759,21762024.066363,73.401546,0.000000
0.000220,11.148580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,11.238127,35.556836,26259058.429996,2.496712,0.000000
0.000220,11.361873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,11.451420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,11.550000,31.026759,21762024.066363,73.401546,0.000000
0.000220,11.648580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,11.738127,35.556836,26259058.429996,2.496712,0.000000
0.000220,11.861873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,11.951420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,12.050000,31.026759,21762024.066363,73.401546,0.000000
0.000220,12.148580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,12.238127,35.556836,26259058.429996,2.496712,0.000000
0.000220,12.361873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,12.451420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,12.550000,31.026759,21762024.066363,73.401546,0.000000
0.000220,12.648580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,12.738127,35.556836,26259058.429996,2.496712,0.000000
0.000220,12.861873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,12.951420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,13.050000,31.026759,21762024.066363,73.401546,0.000000
0.000220,13.148580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,13.238127,35.556836,26259058.429996,2.496712,0.000000
0.000220,13.361873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,13.451420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,13.550000,31.026759,21762024.066363,73.401546,0.000000
0.000220,13.648580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,13.738127,35.556836,26259058.429996,2.496712,0.000000
0.000220,13.861873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,13.951420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,14.050000,31.026759,21762024.066363,73.401546,0.000000
0.000220,14.148580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,14.238127,35.556836,26259058.429996,2.496712,0.000000
0.000220,14.361873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,14.451420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,14.550000,31.026759,21762024.066363,73.401546,0.000000
0.000220,14.648580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,14.738127,35.556836,26259058.429996,2.496712,0.000000
0.000220,14.861873,35.556838,26259060.525343,-0.000009,0.000000
0.000220,14.951420,79.497099,72837071.565068,-2.496856,0.000000
0.000220,15.050000,31.026759,21762024.066363,73.401546,0.000000
0.000220,15.148580,79.497120,72837093.860475,-73.401393,0.000000
0.000220,15.238127,35.556836,26259058.429996,2.496712,0.000000
0.000220,15.361873,35.556838,26259060.525374,-0.000009,0.000000
0.000220,15.451420,79.497099,72837071.578268,-2.496856,0.000000
0.000220,15.550000,31.026760,21762024.759404,73.401545,0.000000
0.000220,15.648580,79.497208,72837199.126967,-73.401610,0.000000
0.000220,15.738122,35.559553,26261881.713093,2.490961,0.000000
0.000220,15.861542,35.742357,26462892.393482,-0.640415,0.000000
0.000220,15.949932,81.971679,75960250.481796,-26.984231,0.000000
0.000220,16.036552,36.800865,27595545.723545,21.149366,0.000000
0.000220,16.150000,40.993751,32036732.824523,-89.739898,0.000000
0.000220,16.263441,36.805228,27600728.773354,89.727003,0.000000
0.000220,16.349998,82.140464,76170566.250337,-21.929538,0.000000
0.000220,16.436458,36.865622,27668220.441537,21.713412,0.000000
0.000220,16.548067,42.362289,33496958.233961,-97.956097,0.000000
0.000220,16.651933,42.362290,33496958.880510,-0.000001,0.000000
0.000220,16.763542,36.865686,27668299.522842,97.955932,0.000000
0.000220,16.850000,82.145159,76176378.689051,-21.728624,0.000000
0.000220,16.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,17.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,17.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,17.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,17.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,17.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,17.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,17.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,17.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,17.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,17.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,18.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,18.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,18.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,18.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,18.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,18.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,18.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,18.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,18.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,18.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,19.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,19.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,19.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,19.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,19.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,19.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,19.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,19.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,19.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,19.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,20.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,20.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,20.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,20.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,20.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,20.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,20.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,20.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,20.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,20.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,21.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,21.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,21.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,21.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,21.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,21.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,21.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,21.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,21.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,21.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,22.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,22.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,22.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,22.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,22.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,22.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,22.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,22.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,22.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,22.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,23.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,23.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,23.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,23.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,23.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,23.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,23.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,23.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,23.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,23.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,24.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,24.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,24.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,24.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,24.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,24.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,24.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,24.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,24.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,24.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,25.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,25.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,25.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,25.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,25.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,25.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,25.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,25.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,25.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,25.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,26.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,26.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,26.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,26.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,26.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,26.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,26.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,26.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,26.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,26.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,27.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,27.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,27.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,27.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,27.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,27.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,27.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,27.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,27.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,27.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,28.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,28.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,28.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,28.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,28.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,28.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,28.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,28.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,28.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,28.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,29.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,29.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,29.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,29.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,29.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,29.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,29.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,29.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,29.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,29.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,30.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,30.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,30.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,30.350000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,30.436458,36.865686,27668299.540021,21.728633,0.000000
0.000220,30.548067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,30.651933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,30.763542,36.865686,27668299.522854,97.955932,0.000000
0.000220,30.850000,82.145159,76176378.689052,-21.728624,0.000000
0.000220,30.936458,36.865686,27668299.540021,21.728633,0.000000
0.000220,31.048067,42.362290,33496958.873670,-97.955940,0.000000
0.000220,31.151933,42.362290,33496958.883895,-0.000000,0.000000
0.000220,31.263542,36.865686,27668299.522854,97.955932,0.000000
0.000220,31.350000,82.145159,76176378.689016,-21.728624,0.000000
0.000220,31.436458,36.865686,27668299.537558,21.728633,0.000000
0.000220,31.548067,42.362289,33496958.385994,-97.955940,0.000000
0.000220,31.651933,42.362225,33496893.811412,0.000125,0.000000
0.000220,31.763549,36.861225,27662971.272826,97.968969,0.000000
0.000220,31.850072,81.970098,75958304.316707,-20.928468,0.000000
0.000220,31.938623,35.649636,26365597.136601,27.275737,0.000000
0.000220,32.068696,32.181757,22953256.428775,15.779220,0.000000
0.000220,32.168742,69.434065,53457744.665642,369.579109,0.120867
0.000220,32.232832,67.890621,49842222.266502,19.102929,0.155443
0.000220,32.343309,28.179312,18973710.643671,-322.257617,0.000000
0.000220,32.450000,76.869808,69585734.955345,-58.160985,0.000000
0.000220,32.556710,28.172715,18969158.140650,58.169628,0.000000
0.000220,32.667400,67.483913,48872649.723149,324.891260,0.164817
0.000220,32.732600,67.484118,48873100.528609,0.000656,0.164813
0.000220,32.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,32.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,33.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,33.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,33.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,33.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,33.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,33.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,33.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,33.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,33.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,33.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,34.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,34.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,34.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,34.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,34.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,34.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,34.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,34.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,34.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,34.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,35.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,35.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,35.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,35.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,35.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,35.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,35.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,35.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,35.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,35.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,36.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,36.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,36.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,36.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,36.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,36.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,36.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,36.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,36.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,36.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,37.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,37.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,37.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,37.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,37.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,37.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,37.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,37.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,37.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,37.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,38.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,38.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,38.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,38.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,38.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,38.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,38.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,38.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,38.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,38.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,39.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,39.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,39.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,39.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,39.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,39.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,39.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,39.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,39.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,39.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,40.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,40.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,40.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,40.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,40.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,40.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,40.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,40.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,40.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,40.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,41.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,41.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,41.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,41.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,41.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,41.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,41.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,41.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,41.843290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,41.950000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,42.056710,28.172714,18969157.886844,58.169412,0.000000
0.000220,42.167400,67.483913,48872649.714556,324.891260,0.164817
0.000220,42.232600,67.484118,48873100.528487,0.000656,0.164813
0.000220,42.343290,28.172703,18969147.312891,-324.891848,0.000000
0.000220,42.450000,76.869702,69585613.005716,-58.169480,0.000000
0.000220,42.556710,28.172714,18969157.886844,58.169412,0.000000
0.000220,42.667400,67.483913,48872649.714556,324.891260,0.164817
0.000220,42.732600,67.484118,48873100.528487,0.000656,0.164813
0.000220,42.843290,28.172703,18969147.312891,-324.891848,0.000000
