Time,X,Rho,P,U
0.000780,0.035074,7850.000000,100000.000000,25.819889
0.000780,0.085199,13039.889476,100000.000000,25.819889
0.000780,0.125130,7887.575441,100000.000000,0.647327
0.000780,0.175005,7851.613155,3097.259306,0.054915
0.000780,0.225000,7850.031031,59.579040,0.001433
0.000780,0.275000,7850.000357,0.686332,0.000021
0.000780,0.325000,7850.000003,0.005368,0.000000
0.000780,0.375000,7850.000000,0.000031,0.000000
0.000780,0.425000,7850.000000,0.000000,0.000000
0.000780,0.475000,7850.000000,0.000000,0.000000
0.000780,0.525000,7850.000000,-0.000000,0.000000
0.000780,0.575000,7850.000000,-0.000000,-0.000000
0.000780,0.625000,7850.000000,0.000000,-0.000000
0.000780,0.675000,7850.000000,-0.000000,0.000000
0.000780,0.725000,7850.000000,0.000000,-0.000000
0.000780,0.775000,7850.000000,-0.000000,0.000000
0.000780,0.825000,7850.000000,-0.000000,0.000000
0.000780,0.875000,7850.000000,0.000000,-0.000000
0.000780,0.925000,7850.000000,-0.000000,0.000000
0.000780,0.975000,7850.000000,0.000000,-0.000000
0.000780,1.025000,7850.000000,-0.000000,0.000000
0.000780,1.075000,7850.000000,-0.000000,0.000000
0.000780,1.125000,7850.000000,-0.000000,-0.000000
0.000780,1.175000,7850.000000,-0.000000,-0.000000
0.000780,1.225000,7850.000000,0.000000,-0.000000
0.000780,1.275000,7850.000000,-0.000000,0.000000
0.000780,1.325000,7850.000000,-0.000000,0.000000
0.000780,1.375000,7850.000000,-0.000000,0.000000
0.000780,1.425000,7850.000000,-0.000000,-0.000000
0.000780,1.475000,7850.000000,0.000000,-0.000000
0.000780,1.525000,7850.000000,-0.000000,0.000000
0.000780,1.575000,7850.000000,-0.000000,0.000000
0.000780,1.625000,7850.000000,-0.000000,0.000000
0.000780,1.675000,7850.000000,-0.000000,-0.000000
0.000780,1.725000,7850.000000,0.000000,-0.000000
0.000780,1.775000,7850.000000,-0.000000,0.000000
0.000780,1.825000,7850.000000,-0.000000,0.000000
0.000780,1.875000,7850.000000,-0.000000,0.000000
0.000780,1.925000,7850.000000,-0.000000,-0.000000
0.000780,1.975000,7850.000000,0.000000,-0.000000
0.000780,2.025000,7850.000000,-0.000000,0.000000
0.000780,2.075000,7850.000000,0.000000,-0.000000
0.000780,2.125000,7850.000000,0.000000,0.000000
0.000780,2.175000,7850.000000,-0.000000,0.000000
0.000780,2.225000,7850.000000,0.000000,-0.000000
0.000780,2.275000,7850.000000,-0.000000,0.000000
0.000780,2.325000,7850.000000,0.000000,-0.000000
0.000780,2.375000,7850.000000,-0.000000,0.000000
0.000780,2.425000,7850.000000,0.000000,-0.000000
0.000780,2.475000,7850.000000,0.000000,0.000000
0.000780,2.525000,7850.000000,-0.000000,0.000000
0.000780,2.575000,7850.000000,0.000000,-0.000000
0.000780,2.625000,7850.000000,-0.000000,0.000000
0.000780,2.675000,7850.000000,0.000000,-0.000000
0.000780,2.725000,7850.000000,0.000000,0.000000
0.000780,2.775000,7850.000000,-0.000000,0.000000
0.000780,2.825000,7850.000000,0.000000,-0.000000
0.000780,2.875000,7850.000000,-0.000000,0.000000
0.000780,2.925000,7850.000000,0.000000,-0.000000
0.000780,2.975000,7850.000000,0.000000,0.000000
0.000780,3.025000,7850.000000,-0.000000,0.000000
0.000780,3.075000,7850.000000,0.000000,-0.000000
0.000780,3.125000,7850.000000,-0.000000,0.000000
0.000780,3.175000,7850.000000,0.000000,-0.000000
0.000780,3.225000,7850.000000,0.000000,0.000000
0.000780,3.275000,7850.000000,-0.000000,0.000000
0.000780,3.325000,7850.000000,0.000000,-0.000000
0.000780,3.375000,7850.000000,-0.000000,0.000000
0.000780,3.425000,7850.000000,0.000000,-0.000000
0.000780,3.475000,7850.000000,0.000000,0.000000
0.000780,3.525000,7850.000000,-0.000000,0.000000
0.000780,3.575000,7850.000000,0.000000,-0.000000
0.000780,3.625000,7850.000000,-0.000000,0.000000
0.000780,3.675000,7850.000000,0.000000,-0.000000
0.000780,3.725000,7850.000000,0.000000,0.000000
0.000780,3.775000,7850.000000,-0.000000,0.000000
0.000780,3.825000,7850.000000,0.000000,-0.000000
0.000780,3.875000,7850.000000,-0.000000,0.000000
0.000780,3.925000,7850.000000,0.000000,-0.000000
0.000780,3.975000,7850.000000,0.000000,0.000000
0.000780,4.025000,7850.000000,0.000000,0.000000
0.000780,4.075000,7850.000000,-0.000000,0.000000
0.000780,4.125000,7850.000000,0.000000,-0.000000
0.000780,4.175000,7850.000000,0.000000,0.000000
0.000780,4.225000,7850.000000,0.000000,0.000000
0.000780,4.275000,7850.000000,0.000000,0.000000
0.000780,4.325000,7850.000000,-0.000000,0.000000
0.000780,4.375000,7850.000000,0.000000,-0.000000
0.000780,4.425000,7850.000000,0.000000,0.000000
0.000780,4.475000,7850.000000,0.000000,0.000000
0.000780,4.525000,7850.000000,0.000000,0.000000
0.000780,4.575000,7850.000000,-0.000000,0.000000
0.000780,4.625000,7850.000000,0.000000,-0.000000
0.000780,4.675000,7850.000000,0.000000,0.000000
0.000780,4.725000,7850.000000,0.000000,0.000000
0.000780,4.775000,7850.000000,-0.000000,0.000000
0.000780,4.825000,7850.000000,0.000000,-0.000000
0.000780,4.875000,7850.000000,0.000000,0.000000
0.000780,4.925000,7850.000000,0.000000,0.000000
0.000780,4.975000,7850.000000,0.000000,0.000000
0.000780,5.025000,7850.000000,-0.000000,0.000000
0.000780,5.075000,7850.000000,0.000000,-0.000000
0.000780,5.125000,7850.000000,0.000000,0.000000
0.000780,5.175000,7850.000000,0.000000,0.000000
0.000780,5.225000,7850.000000,0.000000,0.000000
0.000780,5.275000,7850.000000,-0.000000,0.000000
0.000780,5.325000,7850.000000,0.000000,-0.000000
0.000780,5.375000,7850.000000,0.000000,0.000000
0.000780,5.425000,7850.000000,0.000000,0.000000
0.000780,5.475000,7850.000000,0.000000,0.000000
0.000780,5.525000,7850.000000,-0.000000,0.000000
0.000780,5.575000,7850.000000,0.000000,-0.000000
0.000780,5.625000,7850.000000,0.000000,0.000000
0.000780,5.675000,7850.000000,0.000000,0.000000
0.000780,5.725000,7850.000000,0.000000,0.000000
0.000780,5.775000,7850.000000,-0.000000,0.000000
0.000780,5.825000,7850.000000,0.000000,-0.000000
0.000780,5.875000,7850.000000,0.000000,0.000000
0.000780,5.925000,7850.000000,0.000000,0.000000
0.000780,5.975000,7850.000000,0.000000,0.000000
0.000780,6.025000,7850.000000,-0.000000,0.000000
0.000780,6.075000,7850.000000,0.000000,-0.000000
0.000780,6.125000,7850.000000,0.000000,0.000000
0.000780,6.175000,7850.000000,0.000000,0.000000
0.000780,6.225000,7850.000000,0.000000,0.000000
0.000780,6.275000,7850.000000,-0.000000,0.000000
0.000780,6.325000,7850.000000,0.000000,-0.000000
0.000780,6.375000,7850.000000,0.000000,0.000000
0.000780,6.425000,7850.000000,0.000000,0.000000
0.000780,6.475000,7850.000000,0.000000,0.000000
0.000780,6.525000,7850.000000,-0.000000,0.000000
0.000780,6.575000,7850.000000,0.000000,-0.000000
0.000780,6.625000,7850.000000,0.000000,0.000000
0.000780,6.675000,7850.000000,0.000000,0.000000
0.000780,6.725000,7850.000000,0.000000,0.000000
0.000780,6.775000,7850.000000,-0.000000,0.000000
0.000780,6.825000,7850.000000,0.000000,-0.000000
0.000780,6.875000,7850.000000,0.000000,0.000000
0.000780,6.925000,7850.000000,0.000000,0.000000
0.000780,6.975000,7850.000000,0.000000,0.000000
0.000780,7.025000,7850.000000,-0.000000,0.000000
0.000780,7.075000,7850.000000,0.000000,-0.000000
0.000780,7.125000,7850.000000,0.000000,0.000000
0.000780,7.175000,7850.000000,0.000000,0.000000
0.000780,7.225000,7850.000000,0.000000,0.000000
0.000780,7.275000,7850.000000,-0.000000,0.000000
0.000780,7.325000,7850.000000,0.000000,-0.000000
0.000780,7.375000,7850.000000,0.000000,0.000000
0.000780,7.425000,7850.000000,0.000000,0.000000
0.000780,7.475000,7850.000000,0.000000,0.000000
0.000780,7.525000,7850.000000,-0.000000,0.000000
0.000780,7.575000,7850.000000,0.000000,-0.000000
0.000780,7.625000,7850.000000,0.000000,0.000000
0.000780,7.675000,7850.000000,0.000000,0.000000
0.000780,7.725000,7850.000000,0.000000,0.000000
0.000780,7.775000,7850.000000,-0.000000,0.000000
0.000780,7.825000,7850.000000,0.000000,-0.000000
0.000780,7.875000,7850.000000,0.000000,0.000000
0.000780,7.925000,7850.000000,0.000000,0.000000
0.000780,7.975000,7850.000000,0.000000,0.000000
0.000780,8.025000,7850.000000,-0.000000,0.000000
0.000780,8.075000,7850.000000,0.000000,-0.000000
0.000780,8.125000,7850.000000,-0.000000,0.000000
0.000780,8.175000,7850.000000,-0.000000,0.000000
0.000780,8.225000,7850.000000,0.000000,-0.000000
0.000780,8.275000,7850.000000,-0.000000,0.000000
0.000780,8.325000,7850.000000,0.000000,-0.000000
0.000780,8.375000,7850.000000,-0.000000,0.000000
0.000780,8.425000,7850.000000,-0.000000,0.000000
0.000780,8.475000,7850.000000,0.000000,-0.000000
0.000780,8.525000,7850.000000,-0.000000,0.000000
0.000780,8.575000,7850.000000,0.000000,-0.000000
0.000780,8.625000,7850.000000,-0.000000,0.000000
0.000780,8.675000,7850.000000,-0.000000,0.000000
0.000780,8.725000,7850.000000,0.000000,-0.000000
0.000780,8.775000,7850.000000,-0.000000,0.000000
0.000780,8.825000,7850.000000,0.000000,-0.000000
0.000780,8.875000,7850.000000,-0.000000,0.000000
0.000780,8.925000,7850.000000,-0.000000,0.000000
0.000780,8.975000,7850.000000,0.000000,-0.000000
0.000780,9.025000,7850.000000,-0.000000,0.000000
0.000780,9.075000,7850.000000,0.000000,-0.000000
0.000780,9.125000,7850.000000,-0.000000,0.000000
0.000780,9.175000,7850.000000,-0.000000,0.000000
0.000780,9.225000,7850.000000,0.000000,-0.000000
0.000780,9.275000,7850.000000,-0.000000,0.000000
0.000780,9.325000,7850.000000,0.000000,-0.000000
0.000780,9.375000,7850.000000,-0.000000,0.000000
0.000780,9.425000,7850.000000,-0.000000,0.000000
0.000780,9.475000,7850.000000,0.000000,-0.000000
0.000780,9.525000,7850.000000,-0.000000,0.000000
0.000780,9.575000,7850.000000,-0.000000,0.000000
0.000780,9.625000,7850.000000,0.000000,-0.000000
0.000780,9.675000,7850.000000,-0.000000,0.000000
0.000780,9.725000,7850.000000,0.000000,-0.000000
0.000780,9.775000,7850.000000,-0.000000,0.000000
0.000780,9.825000,7850.000000,-0.000000,0.000000
0.000780,9.875000,7850.000000,0.000000,-0.000000
0.000780,9.925000,7850.000000,-0.000000,0.000000
0.000780,9.975000,7850.000000,0.000000,-0.000000
0.000780,10.025000,7850.000000,-0.000000,0.000000
0.000780,10.075000,7850.000000,-0.000000,0.000000
0.000780,10.125000,7850.000000,0.000000,-0.000000
0.000780,10.175000,7850.000000,-0.000000,0.000000
0.000780,10.225000,7850.000000,0.000000,-0.000000
0.000780,10.275000,7850.000000,-0.000000,0.000000
0.000780,10.325000,7850.000000,-0.000000,0.000000
0.000780,10.375000,7850.000000,0.000000,-0.000000
0.000780,10.425000,7850.000000,-0.000000,0.000000
0.000780,10.475000,7850.000000,0.000000,-0.000000
0.000780,10.525000,7850.000000,-0.000000,0.000000
0.000780,10.575000,7850.000000,-0.000000,0.000000
0.000780,10.625000,7850.000000,0.000000,-0.000000
0.000780,10.675000,7850.000000,-0.000000,0.000000
0.000780,10.725000,7850.000000,0.000000,-0.000000
0.000780,10.775000,7850.000000,-0.000000,0.000000
0.000780,10.825000,7850.000000,-0.000000,0.000000
