Time,X,Rho,P,U
0.200000,0.082000,1.000000,1.000000,0.000000
0.200000,0.084000,1.000000,1.000000,0.000000
0.200000,0.086000,1.000000,1.000000,0.000000
0.200000,0.088000,1.000000,1.000000,0.000000
0.200000,0.090000,1.000000,1.000000,0.000000
0.200000,0.092000,1.000000,1.000000,0.000000
0.200000,0.094000,1.000000,1.000000,0.000000
0.200000,0.096000,1.000000,1.000000,0.000000
0.200000,0.098000,1.000000,1.000000,0.000000
0.200000,0.100000,1.000000,1.000000,0.000000
0.200000,0.102000,1.000000,1.000000,0.000000
0.200000,0.104000,1.000000,1.000000,0.000000
0.200000,0.106000,1.000000,1.000000,0.000000
0.200000,0.108000,1.000000,1.000000,0.000000
0.200000,0.110000,1.000000,1.000000,0.000000
0.200000,0.112000,1.000000,1.000000,0.000000
0.200000,0.114000,1.000000,1.000000,0.000000
0.200000,0.116000,1.000000,1.000000,0.000000
0.200000,0.118000,1.000000,1.000000,0.000000
0.200000,0.120000,1.000000,1.000000,0.000000
0.200000,0.122000,1.000000,1.000000,0.000000
0.200000,0.124000,1.000000,1.000000,0.000000
0.200000,0.126000,1.000000,1.000000,0.000000
0.200000,0.128000,1.000000,1.000000,0.000000
0.200000,0.130000,1.000000,1.000000,0.000000
0.200000,0.132000,1.000000,1.000000,0.000000
0.200000,0.134000,1.000000,1.000000,0.000000
0.200000,0.136000,1.000000,1.000000,0.000000
0.200000,0.138000,1.000000,1.000000,0.000000
0.200000,0.140000,1.000000,1.000000,0.000000
0.200000,0.142000,1.000000,1.000000,0.000000
0.200000,0.144000,1.000000,1.000000,0.000000
0.200000,0.146000,1.000000,1.000000,0.000000
0.200000,0.148000,1.000000,1.000000,0.000000
0.200000,0.150000,1.000000,1.000000,0.000000
0.200000,0.152000,1.000000,1.000000,0.000000
0.200000,0.154000,1.000000,1.000000,0.000000
0.200000,0.156000,1.000000,1.000000,0.000000
0.200000,0.158000,1.000000,1.000000,0.000000
0.200000,0.160000,1.000000,1.000000,0.000000
0.200000,0.162000,1.000000,1.000000,0.000000
0.200000,0.164000,1.000000,1.000000,0.000000
0.200000,0.166000,1.000000,1.000000,0.000000
0.200000,0.168000,1.000000,1.000000,0.000000
0.200000,0.170000,1.000000,1.000000,0.000000
0.200000,0.172000,1.000000,1.000000,0.000000
0.200000,0.174000,1.000000,1.000000,0.000000
0.200000,0.176000,1.000000,1.000000,0.000000
0.200000,0.178000,1.000000,1.000000,0.000000
0.200000,0.180000,1.000000,1.000000,0.000000
0.200000,0.182000,1.000000,1.000000,0.000000
0.200000,0.184000,1.000000,1.000000,0.000000
0.200000,0.186000,1.000000,1.000000,0.000000
0.200000,0.188000,1.000000,1.000000,0.000000
0.200000,0.190000,1.000000,1.000000,0.000000
0.200000,0.192000,1.000000,1.000000,0.000000
0.200000,0.194000,1.000000,1.000000,0.000000
0.200000,0.196000,1.000000,1.000000,0.000000
0.200000,0.198000,1.000000,1.000000,0.000000
0.200000,0.200000,1.000000,1.000000,0.000000
0.200000,0.202000,1.000000,1.000000,0.000000
0.200000,0.204000,1.000000,1.000000,0.000000
0.200000,0.206000,1.000000,1.000000,0.000000
0.200000,0.208000,1.000000,1.000000,0.000000
0.200000,0.210000,1.000000,1.000000,0.000000
0.200000,0.212000,1.000000,1.000000,0.000000
0.200000,0.214000,1.000000,1.000000,0.000000
0.200000,0.216000,1.000000,1.000000,0.000000
0.200000,0.218000,1.000000,1.000000,0.000000
0.200000,0.220000,1.000000,1.000000,0.000000
0.200000,0.222000,1.000000,1.000000,0.000000
0.200000,0.224000,1.000000,1.000000,0.000000
0.200000,0.226000,1.000000,1.000000,0.000000
0.200000,0.228000,1.000000,1.000000,0.000000
0.200000,0.230000,1.000000,1.000000,0.000000
0.200000,0.232000,1.000000,1.000000,0.000000
0.200000,0.234000,1.000000,1.000000,0.000000
0.200000,0.236000,1.000000,1.000000,0.000000
0.200000,0.238000,1.000000,1.000000,0.000000
0.200000,0.240000,1.000000,1.000000,0.000000
0.200000,0.242000,0.999994,0.999992,0.000007
0.200000,0.244000,0.999912,0.999877,0.000104
0.200000,0.246000,0.999705,0.999586,0.000350
0.200000,0.248000,0.999312,0.999037,0.000815
0.200000,0.250000,0.998671,0.998140,0.001573
0.200000,0.252000,0.997717,0.996805,0.002704
0.200000,0.254000,0.996386,0.994944,0.004282
0.200000,0.256000,0.994626,0.992485,0.006372
0.200000,0.258000,0.992400,0.989377,0.009019
0.200000,0.260000,0.989689,0.985595,0.012250
0.200000,0.262000,0.986492,0.981142,0.016068
0.200000,0.264000,0.982826,0.976042,0.020458
0.200000,0.266000,0.978724,0.970345,0.025386
0.200000,0.268000,0.974228,0.964112,0.030807
0.200000,0.270000,0.969387,0.957412,0.036667
0.200000,0.272000,0.964252,0.950320,0.042908
0.200000,0.274000,0.958872,0.942906,0.049475
0.200000,0.276000,0.953294,0.935237,0.056316
0.200000,0.278000,0.947558,0.927370,0.063383
0.200000,0.280000,0.941702,0.919356,0.070634
0.200000,0.282000,0.935754,0.911237,0.078037
0.200000,0.284000,0.929739,0.903048,0.085561
0.200000,0.286000,0.923677,0.894816,0.093183
0.200000,0.288000,0.917584,0.886563,0.100886
0.200000,0.290000,0.911472,0.878307,0.108654
0.200000,0.292000,0.905351,0.870060,0.116475
0.200000,0.294000,0.899228,0.861834,0.124340
